year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,salemonth,saleyear
2008,Audi,A4,2.0T quattro,Sedan,automatic,waudf78e38a071091,az,,98239,silver,gray,trans pacific leasing llc,8400,8300,12,2014
2008,Acura,TL,Base,Sedan,automatic,19uua66238a042051,az,,85855,gray,black,showcase wholesale auto llc,10450,10000,12,2014
2009,Toyota,Venza,Base,Wagon,automatic,4t3bk11a49u008367,nj,,83425,,,royalton auto enterprises inc,14900,14200,12,2014
2009,Volvo,C70,T5,Convertible,automatic,yv1mc67219j077061,fl,41,67348,blue,beige,the collection,11500,13600,12,2014
2009,Volvo,C70,T5,Convertible,automatic,yv1mc67299j075624,nj,,103433,blue,—,fast cash 4 cars & wholesale llc,7225,9300,12,2014
2008,Acura,TL,Base,Sedan,automatic,19uua662x8a033072,nv,,136359,gray,—,jim marsh mitsubishi suzuki kia,7200,8400,12,2014
2009,Volkswagen,Jetta,Wolfsburg Edition PZEV,Sedan,automatic,3vwra71k19m037899,tx,2,88082,black,black,vw credit,7325,4200,12,2014
2009,Toyota,Venza,Base,Wagon,automatic,4t3be11ax9u006033,az,36,81905,brown,tan,bank of america,12100,12800,12,2014
2009,Volkswagen,Jetta,SE,Sedan,automatic,3vwrm71k49m023499,fl,,85921,black,black,earl stewart toyota of north palm beach,6025,5300,12,2014
2008,Audi,A6,3.2 quattro,Sedan,automatic,waudh74f58n134712,il,,83862,black,—,signature auto enterprises inc,11900,12900,12,2014
2008,Audi,A6,3.2 quattro,Sedan,automatic,waudh74f68n049488,nj,,84439,black,—,valley auto llc,11900,11500,12,2014
2008,Acura,TSX,Base,Sedan,,jh4cl96878c004772,pa,36,77880,blue,black,alans autos,10450,11200,12,2014
2009,Volvo,XC70,3.2,Wagon,automatic,yv4bz982191057255,pa,36,132656,black,black,westbury jeep chrysler dodge inc,6325,7100,3,2015
2008,Audi,A4,2.0T quattro,Sedan,automatic,waudf78e78a145788,ga,,93712,white,black,jim ellis,8725,9400,12,2014
2009,Toyota,Tundra,Tundra Grade,CrewMax Cab,automatic,5tfdw54129x092054,la,,110916,white,—,hk imports inc,19200,20300,12,2014
2008,Acura,TL,Base,Sedan,automatic,19uua66248a007650,il,23,36330,gray,black,mercedes benz of chicago,13700,13600,12,2014
2009,Volkswagen,Jetta,TDI,Sedan,automatic,3vwal71k29m132351,nj,,85201,,,advanced auto brokers llc,9200,8200,12,2014
2008,Audi,A6,3.2 quattro,Sedan,,waudh74f68n169792,pa,45,91638,black,beige,crossroad motors llc,11300,12400,12,2014
2009,Toyota,Venza,Base,Wagon,automatic,4t3zk11a09u006811,pa,45,61132,silver,gray,worldwide auto wholesalers inc,15100,14800,12,2014
2009,Volkswagen,Passat,Komfort,Sedan,automatic,wvwjk73c89p048122,ny,,98894,silver,gray,carriage traders,6850,5700,12,2014
2009,Volkswagen,Jetta,TDI Loyal Edition,Sedan,automatic,3vwcl71k39m001504,nc,24,142745,white,gray,primeritus remarketing/cci,6050,6500,1,2015
2009,Volkswagen,Routan,SEL,Minivan,automatic,2v8hw54x79r550681,hi,,76236,silver,—,servco lexus honolulu,8225,6100,12,2014
2008,Audi,A6,3.2 quattro,Sedan,,waudh74f28n143352,pa,41,78822,silver,black,autocelli inc,12200,13500,1,2015
2009,Volkswagen,Routan,S,Minivan,automatic,2v8hw34159r586529,nv,,73531,silver,—,findlay north volkswagen,7325,7600,12,2014
2008,Acura,MDX,Base,SUV,,2hnyd28398h512150,pa,19,95612,gray,black,bard whls,15350,13500,12,2014
2009,Volkswagen,CC,VR6 4Motion,Sedan,automatic,wvwgu73c69e543385,va,28,64745,black,beige,safford chrysler jeep dodge of springfield,12200,9200,1,2015
2009,Volkswagen,New Beetle,2.5L,Hatchback,automatic,3vwrw31c69m516449,mn,37,91256,red,black,exeter finance corp,4850,5900,12,2014
2009,Toyota,Venza,Base,Wagon,automatic,4t3zk11a09u006582,nj,,41521,black,—,royalton auto enterprises inc,16150,14300,12,2014
2009,Volkswagen,CC,Sport,Sedan,automatic,wvwml73c69e518671,fl,,67462,black,gray,kuhn honda,8900,9900,12,2014
2009,Volkswagen,Jetta,SE,Sedan,automatic,3vwrm71k99m140804,ga,19,91880,—,tan,vw credit,5975,4600,12,2014
2009,Toyota,Yaris,Base,Sedan,automatic,jtdbt903694061275,wi,1,1,silver,black,toyota financial services,7375,450,1,2015
2009,Toyota,Venza,Base,Wagon,automatic,4t3bk11a79u010808,il,28,72841,black,beige,wells fargo dealer services,15300,15900,12,2014
2009,Volkswagen,Jetta,SE,Sedan,automatic,3vwrm71k89m065383,fl,,72418,black,gray,braman hyundai,6525,5800,12,2014
2008,Audi,A4,2.0T quattro,Sedan,manual,wauef78e28a048664,fl,27,92982,silver,black,courtesy palm harbor honda,8700,9300,12,2014
2009,Volkswagen,GTI,Base,Hatchback,automatic,wvwhd71k89w006106,il,,48160,black,—,fields jeep inc,11250,11500,12,2014
2009,Volkswagen,GTI,Base,Hatchback,manual,wvwed71k49w050025,pa,25,105655,black,black,kly international,6700,7000,12,2014
2009,Volkswagen,CC,Sport,Sedan,manual,wvwnl93c79e538461,az,33,83647,black,black,earnhardt,8125,6700,12,2014
2009,Volkswagen,Jetta,SE,Sedan,automatic,3vwrm71k29m173272,in,43,68716,silver,black,ft knox fcu,6625,7600,12,2014
2009,Volkswagen,Jetta,TDI,Sedan,automatic,3vwal71kx9m139807,in,41,130593,red,black,santander consumer,6275,7300,12,2014
2009,Volkswagen,Jetta,SportWagen SE PZEV,Wagon,automatic,3vwtz71k19m252391,va,35,116367,black,beige,lance adams auto sales llc,5325,6200,12,2014
2009,Volkswagen,Passat,Komfort,Sedan,automatic,wvwjk73cx9e029826,fl,35,73207,white,beige,sullivan auto group llc,8525,8600,12,2014
2008,Audi,A4,2.0T quattro,Sedan,automatic,waudf78e68a061090,md,31,79039,silver,black,sheehy ford ashland,9225,7700,12,2014
2009,Volkswagen,Eos,Lux,Convertible,automatic,wvwfa71fx9v010196,ga,35,67526,black,beige,wells fargo dealer services,11650,9700,1,2015
2009,Volkswagen,Jetta,SportWagen SE,Wagon,automatic,3vwpm71k89m255854,fl,,79996,blue,black,ocean honda,7950,7500,12,2014
2009,Volkswagen,CC,VR6 4Motion,Sedan,automatic,wvwgu73c79e527003,fl,,58265,gray,beige,arrigo dodge chrysler jeep,13450,7500,12,2014
2008,Acura,RDX,Base,SUV,automatic,5j8tb18598a016833,tn,26,159149,gray,gray,paul's trading station  llc,6500,8400,1,2015
2009,Volkswagen,Jetta,Wolfsburg Edition PZEV,Sedan,automatic,3vwra71k79m046798,nc,42,108629,gray,gray,dt credit corporation,5925,6700,12,2014
2008,Acura,MDX,Base,SUV,automatic,2hnyd28348h529101,fl,31,106644,silver,gray,jenkins acura,14300,12000,2,2015
2008,Acura,TL,Base,Sedan,automatic,19uua66268a000439,il,,55521,gray,—,mullers woodfield acura,12500,11250,12,2014
2009,Volkswagen,Eos,Komfort,Convertible,automatic,wvwba71fx9v017616,nv,27,53655,silver,black,centennial hyundai,9725,7500,1,2015
2008,Acura,TSX,Base,Sedan,,jh4cl96888c011889,pa,27,121464,white,black,royal coast auto inc,8100,8100,12,2014
2009,Volkswagen,Jetta,S PZEV,Sedan,,3vwjz71k29m179782,pa,26,64473,black,black,buick gmc of mahwah,6400,5700,12,2014
2009,Toyota,Venza,Base,Wagon,automatic,4t3zk11a29u006874,fl,,18901,silver,gray,classic auto brokers inc,17300,16800,12,2014
2008,Audi,A4,2.0T,Sedan,automatic,wauaf78ex8a129913,ga,5,75605,black,black,young motors llc,8700,9800,12,2014
2008,Acura,RDX,Base,SUV,automatic,5j8tb18568a002226,il,2,95461,white,black,ally,10950,8000,12,2014
2008,Acura,MDX,Base,SUV,automatic,2hnyd28398h535167,il,,22593,gray,—,cars 4 needs inc,20500,20700,12,2014
2009,Volkswagen,GTI,Base,Hatchback,manual,wvwev71k89w135348,il,2,78355,white,black,ally,7175,7100,12,2014
2008,Audi,A3,2.0T PZEV,Wagon,automatic,wauhf78p98a193540,az,,123536,black,black,avondale mazda,6000,6250,12,2014
2008,Audi,A4,2.0T,Convertible,automatic,wauaf48h38k005355,tx,24,154337,gray,gray,vw credit,7675,4000,12,2014
2009,Volkswagen,Jetta,S,Sedan,automatic,3vwjm71k59m057030,nj,3,106636,black,black,hamilton honda,3950,3550,1,2015
2009,Toyota,Venza,Base,Wagon,automatic,4t3bk11a09u001965,ny,,59689,gray,gray,modern enterprises,16100,15250,12,2014
2009,Volvo,XC90,3.2,SUV,automatic,yv4cy982191495331,ga,23,70962,gray,beige,morrison motors inc,13400,11500,1,2015
2008,Acura,RDX,Base,SUV,automatic,5j8tb18218a011728,ga,27,110832,gray,tan,nalley honda,9925,9700,12,2014
2009,Volkswagen,Touareg 2,V6 TDI,SUV,automatic,wvgfm77l59d035321,il,,87198,white,—,signature auto enterprises inc,18200,17300,12,2014
